tmax;tmin;tsuelo;puntorocio;presion;velviento;precipi;humedad;uvindex;y
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,81;25,34;0;0;1011;6,27;0;86;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,38;26,11;0;0;1011;7;1;84;12,74;1
26,52;25,84;0;0;1011;7;1;84;12,74;1
26,52;25,84;0;0;1011;7;1;84;12,74;1
26,18;25,77;0;0;1010;6,81;0;81;12,32;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,81;25,34;0;0;1011;6,27;0;86;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
28;15;0;0;980;13,1;0;65;0;0,3
26;20;0;0;1110;3,5;2,6;67;0;0,3
22;13;0;0;1018;2,6;6,4;78;0;0,3
21,85;13,59;0;0;1012;0,13;1;100;13,47;0,3
21,78;12,5;0;0;1012;0,13;1;100;13,47;0,3
21,78;12,5;0;0;1012;0,13;1;100;13,47;0,3
21,39;15,1;0;0;1023;1,57;0;92;13,21;0,3
20,01;11,35;0;0;1024;0,06;0;99;13,41;0,3
20,01;11,35;0;0;1024;0,06;0;99;13,41;0,3
19,66;12,22;0;0;1010;0,12;0;100;12,51;0,3
19,66;12,22;0;0;1010;0,12;0;100;12,51;0,3
23,16;12,2;0;0;1024;0,45;0;99;12,66;0,3
23,16;12,2;0;0;1024;0,45;0;99;12,66;0,3
23,74;11,04;0;0;1025;0,61;0;98;12,67;0,3
23,74;11,04;0;0;1025;0,61;0;98;12,67;0,3
22,96;12,22;0;0;1024;0,66;0;99;12,52;0,3
22,96;12,22;0;0;1024;0,66;0;99;12,52;0,3
22,31;10,54;0;0;1024;0,38;0;98;12,71;0,3
22,31;10,54;0;0;1024;0,38;0;98;12,71;0,3
22,13;12,21;0;0;1024;0,32;0;99;12,95;0,3
22,13;12,21;0;0;1024;0,32;0;99;12,95;0,3
24,71;10,24;0;0;1024;0,69;0;99;10,95;0,3
24,71;10,24;0;0;1024;0,69;0;99;10,95;0,3
24,48;13,32;0;0;1025;0,86;0;98;12,58;0,3
24,69;11,64;0;0;1024;0,66;0;99;12,14;0,3
24,69;11,64;0;0;1024;0,66;0;99;12,14;0,3
22,91;11,34;0;0;1025;0,31;0;99;9,8;0,3
22,91;11,34;0;0;1025;0,31;0;99;9,8;0,3
23,41;11,07;0;0;1025;0,69;0;98;10,38;0,3
23,41;11,07;0;0;1025;0,69;0;98;10,38;0,3
23,79;11,94;0;0;1024;0,06;0;99;11,64;0,3
23,79;11,94;0;0;1024;0,06;0;99;11,64;0,3
23,91;12,21;0;0;1025;0,11;0;98;9,74;0,3
23,91;12,22;0;0;1025;0,11;0;98;9,74;0,3
23,91;12,17;0;0;1025;0,11;0;98;9,74;0,3
23,91;11,92;0;0;1025;0,41;0;98;9,74;0,3
23,91;11,92;0;0;1025;0,41;0;98;9,74;0,3
24,07;12,79;0;0;1008;0,17;0;99;10,6;0,3
24,15;12,78;0;0;1025;0,55;0;98;10,6;0,3
23,24;14,9;0;0;1025;0,43;0;80;10,6;0,3
23,24;14,9;0;0;1025;0,43;0;80;10,6;0,3
24,17;11,64;0;0;1024;0,46;0;98;10,74;0,3
24,17;11,64;0;0;1024;0,46;0;98;10,74;0,3
23,02;14,75;0;0;1027;0,56;0;76;10,78;0,3
23,02;14,75;0;0;1027;0,56;0;76;10,78;0,3
22,13;15,64;0;0;1015;0,25;0;74;12,1;0,3
22,13;15,64;0;0;1015;0,25;0;74;12,1;0,3
22,13;15,64;0;0;1009;1,34;0;73;10,56;0,3
22,01;15,64;0;0;1026;0,45;0;78;10,56;0,3
22,01;15,64;0;0;1026;0,63;0,91;82;10,56;1
22,01;15,64;0;0;1026;0,63;0;82;10,56;0,3
22,52;15,64;0;0;1025;0,63;0;73;10,56;0,3
22,52;15,64;0;0;1025;0,86;0;78;10,56;0,3
22,52;15,64;0;0;1025;0,86;0;78;10,56;0,3
22,52;15,64;0;0;1025;0,86;0;78;10,56;0,3
22,52;15,64;0;0;1025;0,86;0;80;10,56;0,3
22,52;15,64;0;0;1025;0,86;0;80;10,56;0,3
22,52;15,64;0;0;1025;0,86;0;81;10,56;0,3
22,52;15,64;0;0;1025;0,86;1;81;10,56;1
22,52;15,64;0;0;1025;0,86;1;82;10,56;1
22,52;15,64;0;0;1025;0,86;0;82;10,56;0,3
22,52;15,64;0;0;1007;0,86;0;80;10,56;0,3
22,52;15,64;0;0;1007;0,86;0;80;10,56;0,3
22,52;15,64;0;0;1007;0,86;0;80;10,56;0,3
22,52;15,64;0;0;1025;0,86;0;85;10,56;0,3
22,52;15,64;0;0;1025;0,86;0;85;10,56;0,3
22,52;15,64;0;0;1025;0,86;0;85;10,56;0,3
22,52;15,64;0;0;1007;0,86;0;81;10,56;0,3
23,49;14,59;0;0;1009;1,35;0;74;12,3;0,3
23,08;13,76;0;0;1024;0,63;0;65;11,2;0,3
23,08;13,76;0;0;1024;0,63;0;65;11,2;0,3
22,83;15,22;0;0;1025;0,42;0;80;12,25;0,3
22,83;15,22;0;0;1025;0,42;0;80;12,25;0,3
23,77;14,67;0;0;1024;0,45;0;74;12,2;0,3
23,77;14,67;0;0;1024;0,45;0;74;12,2;0,3
21,78;15,01;0;0;1008;0,66;0;61;10,63;0,3
21,78;15,01;0;0;1008;0,66;0;61;10,63;0,3
21,78;14,22;0;0;1007;0,45;0;71;11,36;0,3
21,78;14,22;0;0;1007;0,45;0;71;11,36;0,3
22,16;14,31;0;0;1026;0,45;0;78;11,99;0,3
22,16;14,31;0;0;1026;0,45;0;78;11,99;0,3
23,47;15,15;0;0;1025;0,61;0;76;11,93;0,3
23,47;15,15;0;0;1025;0,61;0;76;11,93;0,3
23,44;14,69;0;0;1008;0,89;0;67;10,57;0,3
23,44;14,69;0;0;1008;0,89;0;67;10,57;0,3
22,38;15,87;0;0;1024;0,62;0;78;10,98;0,3
22,38;15,87;0;0;1024;0,62;0;78;10,98;0,3
21,43;15,67;0;0;1024;0,45;0;80;8,55;0,3
21,43;15,67;0;0;1024;0,45;0;80;8,55;0,3
19,96;15,35;0;0;1023;0,9;0;84;9,58;0,3
19,96;15,35;0;0;1023;0,9;0;84;9,58;0,3
19,23;14,6;0;0;1024;0,89;0;78;10,02;0,3
19,23;14,6;0;0;1024;0,89;0;78;10,02;0,3
21,76;14,04;0;0;1025;0,6;0;82;10,22;0,3
21,76;14,04;0;0;1025;0,6;0;82;10,22;0,3
21,9;13,97;0;0;1024;0,61;0;78;11,24;0,3
21,9;13,97;0;0;1024;0,61;0;78;11,24;0,3
20,72;15,16;0;0;1025;0,94;0;76;11,7;0,3
20,72;15,16;0;0;1025;0,94;0;76;11,7;0,3
21,78;15,33;0;0;1024;0,63;0;67;8,95;0,3
21,78;15,33;0;0;1024;0,63;0;67;8,95;0,3
22,66;14,82;0;0;1010;0,82;0;79;12,15;0,3
22,66;14,82;0;0;1010;0,82;0;79;12,15;0,3
22,87;14,67;0;0;1025;0,45;0;70;10,76;0,3
22,87;14,67;0;0;1025;0,45;0;70;10,76;0,3
21,48;15,7;0;0;1025;0,21;0;84;9,66;0,3
21,48;15,7;0;0;1025;0,21;0;84;9,66;0,3
23,69;14,82;0;0;1012;0,37;0;57;10,55;0,3
23,69;14,82;0;0;1012;0,37;0;57;10,55;0,3
21,99;15,01;0;0;1023;0,77;0;68;10,42;0,3
21,99;15,01;0;0;1023;0,77;0;68;10,42;0,3
20,51;15,37;0;0;1024;0,63;0;83;10,7;0,3
20,51;15,37;0;0;1024;0,63;0;83;10,7;0,3
22,93;15,02;0;0;1025;0,44;0;76;11,8;0,3
22,93;15,02;0;0;1025;0,44;0;76;11,8;0,3
22,26;15,57;0;0;1025;0,65;0;79;10,04;0,3
22,26;15,57;0;0;1025;0,65;0;79;10,04;0,3
22,94;15,72;0;0;1010;0,45;0;71;12,34;0,3
22,94;15,72;0;0;1010;0,45;0;71;12,34;0,3
23,44;15,87;0;0;1026;0,89;0;71;12,41;0,3
23,44;15,87;0;0;1026;0,89;0;71;12,41;0,3
25,28;13,33;0;0;1024;0,23;0;97;13,9;0,3
25,6;13,59;0;0;1024;0,17;0;98;14,01;0,3
25,06;13,59;0;0;1023;0,34;0;97;12,87;0,3
26,42;14,15;0;0;1023;0,35;0;97;13,26;0,3
24,35;11,08;0;0;1024;0,44;0;98;11,84;0,3
25,84;14,44;0;0;1024;0,27;0;97;14,36;0,3
25,2;12,45;0;0;1024;0,69;0;95;11,23;0,3
25,58;12,68;0;0;1023;0,39;0;98;13,19;0,3
27,08;11,95;0;0;1007;0,09;0;98;14,61;0,3
24,85;12,17;0;0;1024;0,34;0;95;14,28;0,3
25,3;14,13;0;0;1023;0,44;0;96;11,37;0,3
25,01;14,74;0;0;1006;0,5;0;95;14,66;0,3
24,02;14,13;0;0;1024;0,22;0;96;12,55;0,3
25,99;14,16;0;0;1025;0,36;0;96;14,51;0,3
25,93;13,3;0;0;1026;0,5;0;96;10,93;0,3
25,62;13,27;0;0;1024;0,4;0;96;13,8;0,3
24,45;13,51;0;0;1025;0,78;0;97;12,97;0,3
24,51;13,6;0;0;1025;0,69;0;98;11,44;0,3
22,24;12,21;0;0;1025;0,69;0;97;12,91;0,3
25,4;12,52;0;0;1009;0,35;0;98;13,78;0,3
23,29;13,57;0;0;1023;0,69;0;97;14,38;0,3
23,2;13,05;0;0;1024;0,15;1,66;91;14,38;0,3
24,1;12,24;0;0;1010;0,57;0;98;11,64;0,3
23,14;13,04;0;0;1025;0,52;0;97;10,67;0,3
26,04;12,72;0;0;1026;0,59;0;98;12,73;0,3
23,98;11,27;0;0;1027;0,79;0;97;13,48;0,3
23,74;15,19;0;0;1025;0,46;0;97;13,23;0,3
22,32;13,55;0;0;1025;0,93;0;98;8,29;0,3
21,01;12,19;0;0;1026;0,68;0;98;7,85;0,3
24,73;10,42;0;0;1026;0,16;0;97;13,52;0,3
24,66;11,64;0;0;1026;0,29;0;98;6,56;0,3
24,65;12,75;0;0;1024;0,61;0;98;13,09;0,3
24,84;13,89;0;0;1009;0,32;0;98;11,5;0,3
26,39;13,86;0;0;1024;0,2;0;97;15,07;0,3
26;14,72;0;0;1024;0,2;0;97;14,39;0,3
25,41;13,6;0;0;1023;0,28;0;98;15,65;0,3
25,51;12,75;0;0;1024;0,74;0;96;15,35;0,3
23,32;16,58;17,24;0;1015;0,76;0;98;14,95;0,3
23,32;16,58;17,24;0;1015;0,76;0;98;14,95;0,3
26,38;26,11;0;0;1011;7;1;84;12,74;1
26,52;25,84;0;0;1011;7;1;84;12,74;1
26,52;25,84;0;0;1011;7;1;84;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,18;25,77;0;0;1010;6,81;0;81;12,32;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,81;25,34;0;0;1011;6,27;0;86;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,38;26,11;0;0;1011;7;1;84;12,74;1
26,52;25,84;0;0;1011;7;1;84;12,74;1
26,52;25,84;0;0;1011;7;1;84;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,18;25,77;0;0;1010;6,81;0;81;12,32;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,81;25,34;0;0;1011;6,27;0;86;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,38;26,11;0;0;1011;7;1;84;12,74;1
26,52;25,84;0;0;1011;7;1;84;12,74;1
26,52;25,84;0;0;1011;7;1;84;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,18;25,77;0;0;1010;6,81;0;81;12,32;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,81;25,34;0;0;1011;6,27;0;86;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,38;26,11;0;0;1011;7;1;84;12,74;1
26,52;25,84;0;0;1011;7;1;84;12,74;1
26,52;25,84;0;0;1011;7;1;84;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,18;25,77;0;0;1010;6,81;0;81;12,32;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,81;25,34;0;0;1011;6,27;0;86;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,38;26,11;0;0;1011;7;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,18;25,77;0;0;1010;6,81;0;81;12,32;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,81;25,34;0;0;1011;6,27;0;86;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,38;26,11;0;0;1011;7;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,18;25,77;0;0;1010;6,81;0;81;12,32;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,81;25,34;0;0;1011;6,27;0;86;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,38;26,11;0;0;1011;7;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,18;25,77;0;0;1010;6,81;0;81;12,32;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,81;25,34;0;0;1011;6,27;0;86;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,38;26,11;0;0;1011;7;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,18;25,77;0;0;1010;6,81;0;81;12,32;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,81;25,34;0;0;1011;6,27;0;86;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
